event_id,event_type,customer_id,event_ts,amount,currency,payment_method,status,location,merchant_name,category,fraud_scenario,alert_type,risk_points,fraud_probability,alert_hour
PAY00513,payments,C073,2026-08-12T11:03:33.000Z,55.0,EUR,CARD,FAILED,,Horizon Paris,DIGITAL,payment_attack,CARD_TESTING_ATTACK,30,0.9998403787612915,2026-08-12T11:00:00.000Z
PAY00514,payments,C073,2026-08-12T11:03:35.000Z,23.0,EUR,CARD,FAILED,,Horizon Paris,DIGITAL,payment_attack,CARD_TESTING_ATTACK,30,0.9998403787612915,2026-08-12T11:00:00.000Z
PAY00512,payments,C073,2026-08-12T11:03:43.000Z,43.0,EUR,CARD,FAILED,,Quantum Paris,GROCERY,payment_attack,CARD_TESTING_ATTACK,30,0.9998629093170166,2026-08-12T11:00:00.000Z
PAY00515,payments,C073,2026-08-12T11:03:46.000Z,115.0,EUR,UPI,FAILED,,Horizon Paris,DIGITAL,payment_attack,CARD_TESTING_ATTACK,30,0.9998168349266052,2026-08-12T11:00:00.000Z
PAY00517,payments,C073,2026-08-12T11:04:03.000Z,49.0,EUR,CARD,FAILED,,Swift London,PHARMACY,payment_attack,CARD_TESTING_ATTACK,30,0.9992740750312805,2026-08-12T11:00:00.000Z
TX01079,transactions,C115,2026-08-12T12:20:24.000Z,84703.0,INR,CARD,SUCCESS,New York,Summit Chennai,FUEL,impossible_travel,IMPOSSIBLE_TRAVEL,30,0.9927197694778442,2026-08-12T12:00:00.000Z
TX01105,transactions,C134,2026-08-12T12:23:00.000Z,34371.0,USD,WALLET,SUCCESS,Chicago,Summit New York,RETAIL,high_value,HIGH_VALUE_ANOMALY,25,0.9923809170722961,2026-08-12T12:00:00.000Z
TX01083,transactions,C038,2026-08-12T12:30:08.000Z,6289.0,SGD,PAY_LATER,SUCCESS,New York,Prime Manchester,UTILITY,impossible_travel,IMPOSSIBLE_TRAVEL,30,0.9810189008712769,2026-08-12T12:00:00.000Z
TX01031,transactions,C169,2026-08-12T12:51:26.000Z,6858.0,INR,WALLET,SUCCESS,Chennai,Metro Kolkata,DIGITAL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9435069561004639,2026-08-12T12:00:00.000Z
TX01032,transactions,C169,2026-08-12T12:51:31.000Z,10546.0,INR,UPI,SUCCESS,Chennai,Nova Bangalore,PHARMACY,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9926586747169495,2026-08-12T12:00:00.000Z
TX01033,transactions,C169,2026-08-12T12:51:50.000Z,29709.0,INR,WALLET,SUCCESS,Chennai,Aurora Bangalore,PHARMACY,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9990686774253845,2026-08-12T12:00:00.000Z
TX01034,transactions,C169,2026-08-12T12:51:59.000Z,33762.0,INR,PAY_LATER,SUCCESS,Chennai,Swift Bangalore,RETAIL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.999819815158844,2026-08-12T12:00:00.000Z
TX01035,transactions,C169,2026-08-12T12:52:02.000Z,6517.0,INR,WALLET,SUCCESS,Chennai,Quantum Hyderabad,FASHION,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9967526197433472,2026-08-12T12:00:00.000Z
TX01036,transactions,C169,2026-08-12T12:52:06.000Z,10333.0,INR,CARD,SUCCESS,Chennai,Summit Hong Kong,ELECTRONICS,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9985098242759705,2026-08-12T12:00:00.000Z
TX01037,transactions,C169,2026-08-12T12:52:32.000Z,30127.0,INR,UPI,SUCCESS,Chennai,Quantum Hyderabad,FASHION,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9992979764938354,2026-08-12T12:00:00.000Z
TX01099,transactions,C161,2026-08-12T14:51:30.000Z,4161.0,SGD,CARD,SUCCESS,Singapore,Metro Singapore,GROCERY,login_transaction,LOGIN_TRANSACTION_CORRELATION,20,0.9947752952575684,2026-08-12T14:00:00.000Z
TX01081,transactions,C048,2026-08-12T14:55:05.000Z,48528.0,INR,NETBANKING,SUCCESS,Paris,Horizon Bangalore,TRAVEL,impossible_travel,IMPOSSIBLE_TRAVEL,30,0.9767860174179077,2026-08-12T14:00:00.000Z
TX01092,transactions,C054,2026-08-12T15:44:32.000Z,18014.0,INR,UPI,SUCCESS,Hyderabad,Quantum Hyderabad,FASHION,login_transaction,LOGIN_TRANSACTION_CORRELATION,20,0.977897584438324,2026-08-12T15:00:00.000Z
TX01104,transactions,C135,2026-08-12T16:39:54.000Z,58688.0,INR,CARD,SUCCESS,Delhi,Bright Delhi,FOOD,high_value,HIGH_VALUE_ANOMALY,25,0.9949565529823303,2026-08-12T16:00:00.000Z
TX01051,transactions,C035,2026-08-12T16:52:21.000Z,4169.0,GBP,CARD,SUCCESS,Manchester,Horizon London,FASHION,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9434303641319275,2026-08-12T16:00:00.000Z
TX01052,transactions,C035,2026-08-12T16:52:28.000Z,5652.0,GBP,WALLET,SUCCESS,London,Global Manchester,FUEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9988592863082886,2026-08-12T16:00:00.000Z
TX01053,transactions,C035,2026-08-12T16:52:31.000Z,13657.0,GBP,UPI,SUCCESS,Manchester,Global Singapore,TRAVEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.999774158000946,2026-08-12T16:00:00.000Z
TX01054,transactions,C035,2026-08-12T16:52:45.000Z,8686.0,GBP,NETBANKING,SUCCESS,Manchester,Swift London,PHARMACY,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9997370839118958,2026-08-12T16:00:00.000Z
TX01055,transactions,C035,2026-08-12T16:52:49.000Z,1966.0,GBP,CARD,SUCCESS,Manchester,Summit Hong Kong,FASHION,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9982829093933105,2026-08-12T16:00:00.000Z
TX01056,transactions,C035,2026-08-12T16:52:56.000Z,5213.0,GBP,CARD,SUCCESS,Manchester,Horizon London,FASHION,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9998291730880737,2026-08-12T16:00:00.000Z
TX01057,transactions,C035,2026-08-12T16:53:33.000Z,5216.0,GBP,UPI,SUCCESS,Manchester,Metro Manchester,ENTERTAINMENT,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9991881251335144,2026-08-12T16:00:00.000Z
TX01101,transactions,C028,2026-08-12T17:18:59.000Z,3338.0,SGD,UPI,SUCCESS,Singapore,Swift Bangalore,RETAIL,login_transaction,LOGIN_TRANSACTION_CORRELATION,20,0.9956272840499878,2026-08-12T17:00:00.000Z
TX01097,transactions,C111,2026-08-12T17:19:56.000Z,38166.0,INR,UPI,SUCCESS,Delhi,Aurora Chennai,UTILITY,login_transaction,LOGIN_TRANSACTION_CORRELATION,20,0.9966750144958496,2026-08-12T17:00:00.000Z
TX01045,transactions,C093,2026-08-12T17:54:29.000Z,5549.0,USD,CARD,SUCCESS,Chicago,Swift New York,FUEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9526886343955994,2026-08-12T17:00:00.000Z
TX01046,transactions,C093,2026-08-12T17:54:41.000Z,6633.0,USD,UPI,SUCCESS,Chicago,Prime New York,ENTERTAINMENT,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9982220530509949,2026-08-12T17:00:00.000Z
TX01047,transactions,C093,2026-08-12T17:54:51.000Z,6058.0,USD,WALLET,SUCCESS,New York,Swift New York,FUEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9995020627975464,2026-08-12T17:00:00.000Z
TX01049,transactions,C093,2026-08-12T17:54:57.000Z,6804.0,USD,WALLET,SUCCESS,Chicago,Swift London,PHARMACY,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9994839429855347,2026-08-12T17:00:00.000Z
TX01048,transactions,C093,2026-08-12T17:55:02.000Z,2444.0,USD,CARD,SUCCESS,Chicago,Metro Tokyo,TRAVEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9981929659843445,2026-08-12T17:00:00.000Z
TX01050,transactions,C093,2026-08-12T17:55:44.000Z,6089.0,USD,CARD,SUCCESS,Chicago,Swift New York,FUEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.995995283126831,2026-08-12T17:00:00.000Z
TX01109,transactions,C153,2026-08-12T18:17:10.000Z,245208.0,INR,CARD,SUCCESS,Chennai,Aurora Dubai,DIGITAL,high_value,HIGH_VALUE_ANOMALY,25,0.9902757406234741,2026-08-12T18:00:00.000Z
TX01106,transactions,C071,2026-08-12T18:22:16.000Z,401882.0,INR,PAY_LATER,SUCCESS,Mumbai,Prime Manchester,UTILITY,high_value,HIGH_VALUE_ANOMALY,25,0.9925758838653564,2026-08-12T18:00:00.000Z
PAY00446,payments,C057,2026-08-12T18:57:32.000Z,79.0,GBP,CARD,FAILED,,Global Manchester,FUEL,payment_attack,CARD_TESTING_ATTACK,30,0.990564227104187,2026-08-12T18:00:00.000Z
PAY00447,payments,C057,2026-08-12T18:57:35.000Z,53.0,GBP,WALLET,FAILED,,Summit Hong Kong,FASHION,payment_attack,CARD_TESTING_ATTACK,30,0.9998165965080261,2026-08-12T18:00:00.000Z
PAY00448,payments,C057,2026-08-12T18:57:38.000Z,60.0,GBP,CARD,FAILED,,Metro Manchester,ENTERTAINMENT,payment_attack,CARD_TESTING_ATTACK,30,0.9998164772987366,2026-08-12T18:00:00.000Z
PAY00449,payments,C057,2026-08-12T18:57:44.000Z,72.0,GBP,UPI,FAILED,,Prime Manchester,UTILITY,payment_attack,CARD_TESTING_ATTACK,30,0.9998165965080261,2026-08-12T18:00:00.000Z
PAY00450,payments,C057,2026-08-12T18:57:44.000Z,31.0,GBP,CARD,FAILED,,Prime Manchester,UTILITY,payment_attack,CARD_TESTING_ATTACK,30,0.9998164772987366,2026-08-12T18:00:00.000Z
PAY00452,payments,C057,2026-08-12T18:57:44.000Z,68.0,GBP,CARD,FAILED,,Metro Manchester,ENTERTAINMENT,payment_attack,CARD_TESTING_ATTACK,30,0.9998164772987366,2026-08-12T18:00:00.000Z
PAY00451,payments,C057,2026-08-12T18:57:52.000Z,14.0,GBP,CARD,FAILED,,Metro Manchester,ENTERTAINMENT,payment_attack,CARD_TESTING_ATTACK,30,0.9998164772987366,2026-08-12T18:00:00.000Z
PAY00453,payments,C057,2026-08-12T18:57:53.000Z,35.0,GBP,CARD,FAILED,,Horizon Paris,DIGITAL,payment_attack,CARD_TESTING_ATTACK,30,0.9998447895050049,2026-08-12T18:00:00.000Z
PAY00457,payments,C057,2026-08-12T18:57:54.000Z,34.0,GBP,UPI,FAILED,,Aurora Chennai,UTILITY,payment_attack,CARD_TESTING_ATTACK,30,0.9998165965080261,2026-08-12T18:00:00.000Z
PAY00454,payments,C057,2026-08-12T18:57:56.000Z,75.0,GBP,UPI,FAILED,,Horizon London,FASHION,payment_attack,CARD_TESTING_ATTACK,30,0.9998165965080261,2026-08-12T18:00:00.000Z
PAY00458,payments,C057,2026-08-12T18:57:56.000Z,54.0,GBP,CARD,FAILED,,Prime Manchester,UTILITY,payment_attack,CARD_TESTING_ATTACK,30,0.9998164772987366,2026-08-12T18:00:00.000Z
PAY00455,payments,C057,2026-08-12T18:57:59.000Z,36.0,GBP,CARD,FAILED,,Horizon London,FASHION,payment_attack,CARD_TESTING_ATTACK,30,0.9998164772987366,2026-08-12T18:00:00.000Z
PAY00456,payments,C057,2026-08-12T18:58:02.000Z,42.0,GBP,CARD,FAILED,,Horizon London,FASHION,payment_attack,CARD_TESTING_ATTACK,30,0.9998164772987366,2026-08-12T18:00:00.000Z
PAY00459,payments,C057,2026-08-12T18:58:24.000Z,77.0,GBP,CARD,FAILED,,Metro Singapore,GROCERY,payment_attack,CARD_TESTING_ATTACK,30,0.9995328187942505,2026-08-12T18:00:00.000Z
TX01094,transactions,C170,2026-08-12T19:31:00.000Z,181710.0,INR,CARD,SUCCESS,Chennai,Bright Sydney,TRAVEL,login_transaction,LOGIN_TRANSACTION_CORRELATION,20,0.9947481751441956,2026-08-12T19:00:00.000Z
TX01110,transactions,C139,2026-08-12T19:40:51.000Z,27295.0,INR,UPI,SUCCESS,Mumbai,Metro Kolkata,DIGITAL,high_value,HIGH_VALUE_ANOMALY,25,0.9976730942726135,2026-08-12T19:00:00.000Z
TX01058,transactions,C104,2026-08-12T20:50:36.000Z,33731.0,INR,WALLET,SUCCESS,Bangalore,Summit Chennai,FUEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9631462693214417,2026-08-12T20:00:00.000Z
TX01059,transactions,C104,2026-08-12T20:50:44.000Z,43127.0,INR,CARD,SUCCESS,Delhi,Bright Delhi,FOOD,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9975940585136414,2026-08-12T20:00:00.000Z
TX01060,transactions,C104,2026-08-12T20:50:48.000Z,46873.0,INR,CARD,SUCCESS,Delhi,Swift New York,FUEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9994082450866699,2026-08-12T20:00:00.000Z
TX01062,transactions,C104,2026-08-12T20:50:56.000Z,81465.0,INR,WALLET,SUCCESS,Delhi,Prime Hyderabad,UTILITY,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9997796416282654,2026-08-12T20:00:00.000Z
TX01061,transactions,C104,2026-08-12T20:51:00.000Z,68225.0,INR,CARD,SUCCESS,Bangalore,Peak Chennai,DIGITAL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.999883770942688,2026-08-12T20:00:00.000Z
TX01085,transactions,C076,2026-08-12T20:51:09.000Z,49642.0,INR,CARD,SUCCESS,Singapore,Swift Hyderabad,GROCERY,impossible_travel,IMPOSSIBLE_TRAVEL,30,0.9943713545799255,2026-08-12T20:00:00.000Z
TX01063,transactions,C104,2026-08-12T20:51:41.000Z,43709.0,INR,NETBANKING,SUCCESS,Delhi,Quantum Hyderabad,FASHION,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9938276410102844,2026-08-12T20:00:00.000Z
TX01001,transactions,C003,2026-08-12T21:15:44.000Z,2973.0,INR,PAY_LATER,SUCCESS,Mumbai,Swift New York,FUEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9490737915039062,2026-08-12T21:00:00.000Z
TX01002,transactions,C003,2026-08-12T21:15:55.000Z,4385.0,INR,CARD,SUCCESS,Mumbai,Quantum Hyderabad,FASHION,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9966371059417725,2026-08-12T21:00:00.000Z
TX01003,transactions,C003,2026-08-12T21:16:14.000Z,8546.0,INR,UPI,SUCCESS,Mumbai,Prime Hyderabad,UTILITY,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9976584911346436,2026-08-12T21:00:00.000Z
TX01007,transactions,C003,2026-08-12T21:16:14.000Z,2700.0,INR,WALLET,SUCCESS,Mumbai,Horizon Bangalore,TRAVEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.999038577079773,2026-08-12T21:00:00.000Z
TX01004,transactions,C003,2026-08-12T21:16:23.000Z,2712.0,INR,NETBANKING,SUCCESS,Mumbai,Peak Chennai,DIGITAL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.99904865026474,2026-08-12T21:00:00.000Z
TX01006,transactions,C003,2026-08-12T21:16:29.000Z,8672.0,INR,CARD,SUCCESS,Mumbai,Bright Delhi,FOOD,velocity,HIGH_TRANSACTION_VELOCITY,25,0.999419093132019,2026-08-12T21:00:00.000Z
TX01008,transactions,C003,2026-08-12T21:16:40.000Z,5453.0,INR,WALLET,SUCCESS,Bangalore,Global Delhi,FASHION,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9993639588356018,2026-08-12T21:00:00.000Z
TX01005,transactions,C003,2026-08-12T21:16:44.000Z,2042.0,INR,CARD,SUCCESS,Mumbai,Metro Kolkata,DIGITAL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9971666932106018,2026-08-12T21:00:00.000Z
TX01095,transactions,C090,2026-08-12T21:52:09.000Z,24759.0,INR,PAY_LATER,SUCCESS,Hyderabad,Prime Hyderabad,UTILITY,login_transaction,LOGIN_TRANSACTION_CORRELATION,20,0.9634026288986206,2026-08-12T21:00:00.000Z
TX01111,transactions,C150,2026-08-12T22:26:31.000Z,669189.0,INR,CARD,SUCCESS,Mumbai,Bright Delhi,FOOD,high_value,HIGH_VALUE_ANOMALY,25,0.9705811738967896,2026-08-12T22:00:00.000Z
TX01009,transactions,C098,2026-08-12T22:33:47.000Z,2799.0,GBP,UPI,SUCCESS,London,Swift Bangalore,RETAIL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9311395287513733,2026-08-12T22:00:00.000Z
TX01010,transactions,C098,2026-08-12T22:33:52.000Z,2604.0,GBP,CARD,SUCCESS,London,Global Manchester,FUEL,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9962618947029114,2026-08-12T22:00:00.000Z
TX01011,transactions,C098,2026-08-12T22:34:07.000Z,2042.0,GBP,NETBANKING,SUCCESS,London,Aurora Chennai,UTILITY,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9987928867340088,2026-08-12T22:00:00.000Z
TX01012,transactions,C098,2026-08-12T22:34:32.000Z,3027.0,GBP,CARD,SUCCESS,London,Swift London,PHARMACY,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9952738881111145,2026-08-12T22:00:00.000Z
TX01013,transactions,C098,2026-08-12T22:34:47.000Z,5220.0,GBP,UPI,SUCCESS,London,Swift London,PHARMACY,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9994307160377502,2026-08-12T22:00:00.000Z
TX01014,transactions,C098,2026-08-12T22:34:52.000Z,3925.0,GBP,CARD,SUCCESS,London,Summit Hong Kong,FASHION,velocity,HIGH_TRANSACTION_VELOCITY,25,0.9983080625534058,2026-08-12T22:00:00.000Z
PAY00491,payments,C130,2026-08-12T23:06:00.000Z,170.0,AED,CARD,FAILED,,Metro Manchester,ENTERTAINMENT,payment_attack,CARD_TESTING_ATTACK,30,0.9914702773094177,2026-08-12T23:00:00.000Z
PAY00492,payments,C130,2026-08-12T23:06:01.000Z,155.0,AED,CARD,FAILED,,Aurora Berlin,FUEL,payment_attack,CARD_TESTING_ATTACK,30,0.9996272325515747,2026-08-12T23:00:00.000Z
PAY00495,payments,C130,2026-08-12T23:06:04.000Z,112.0,AED,WALLET,FAILED,,Summit Dubai,ELECTRONICS,payment_attack,CARD_TESTING_ATTACK,30,0.9997994303703308,2026-08-12T23:00:00.000Z
PAY00494,payments,C130,2026-08-12T23:06:06.000Z,186.0,AED,CARD,FAILED,,Aurora Dubai,DIGITAL,payment_attack,CARD_TESTING_ATTACK,30,0.9998483657836914,2026-08-12T23:00:00.000Z
PAY00493,payments,C130,2026-08-12T23:06:08.000Z,233.0,AED,WALLET,FAILED,,Summit Dubai,ELECTRONICS,payment_attack,CARD_TESTING_ATTACK,30,0.9997994303703308,2026-08-12T23:00:00.000Z
PAY00503,payments,C130,2026-08-12T23:06:12.000Z,123.0,AED,CARD,FAILED,,Swift Dubai,TRANSFER,payment_attack,CARD_TESTING_ATTACK,30,0.9998483657836914,2026-08-12T23:00:00.000Z
PAY00498,payments,C130,2026-08-12T23:06:14.000Z,190.0,AED,UPI,FAILED,,Summit Dubai,ELECTRONICS,payment_attack,CARD_TESTING_ATTACK,30,0.9997994303703308,2026-08-12T23:00:00.000Z
PAY00500,payments,C130,2026-08-12T23:06:18.000Z,128.0,AED,CARD,FAILED,,Peak Chicago,TRANSFER,payment_attack,CARD_TESTING_ATTACK,30,0.9998483657836914,2026-08-12T23:00:00.000Z
PAY00496,payments,C130,2026-08-12T23:06:20.000Z,173.0,AED,UPI,FAILED,,Swift Dubai,TRANSFER,payment_attack,CARD_TESTING_ATTACK,30,0.9997994303703308,2026-08-12T23:00:00.000Z
PAY00497,payments,C130,2026-08-12T23:06:24.000Z,89.0,AED,UPI,FAILED,,Summit Dubai,ELECTRONICS,payment_attack,CARD_TESTING_ATTACK,30,0.9997994303703308,2026-08-12T23:00:00.000Z
PAY00499,payments,C130,2026-08-12T23:06:32.000Z,92.0,AED,CARD,FAILED,,Quantum Dubai,ELECTRONICS,payment_attack,CARD_TESTING_ATTACK,30,0.9998206496238708,2026-08-12T23:00:00.000Z
PAY00501,payments,C130,2026-08-12T23:06:40.000Z,137.0,AED,CARD,FAILED,,Summit Dubai,ELECTRONICS,payment_attack,CARD_TESTING_ATTACK,30,0.9998206496238708,2026-08-12T23:00:00.000Z
PAY00502,payments,C130,2026-08-12T23:06:44.000Z,148.0,AED,CARD,FAILED,,Swift Dubai,TRANSFER,payment_attack,CARD_TESTING_ATTACK,30,0.9998206496238708,2026-08-12T23:00:00.000Z
TX01102,transactions,C110,2026-08-12T23:49:47.000Z,25325.0,GBP,CARD,SUCCESS,London,Horizon Chicago,GROCERY,high_value,HIGH_VALUE_ANOMALY,25,0.9927186965942383,2026-08-12T23:00:00.000Z
PAY00432,payments,C015,2026-08-13T00:18:42.000Z,102.0,GBP,CARD,FAILED,,Horizon London,FASHION,payment_attack,CARD_TESTING_ATTACK,30,0.9937191009521484,2026-08-13T00:00:00.000Z
PAY00433,payments,C015,2026-08-13T00:18:44.000Z,57.0,GBP,CARD,FAILED,,Metro Manchester,ENTERTAINMENT,payment_attack,CARD_TESTING_ATTACK,30,0.9996275901794434,2026-08-13T00:00:00.000Z
PAY00434,payments,C015,2026-08-13T00:18:44.000Z,73.0,GBP,CARD,FAILED,,Horizon London,FASHION,payment_attack,CARD_TESTING_ATTACK,30,0.999849796295166,2026-08-13T00:00:00.000Z
PAY00438,payments,C015,2026-08-13T00:18:48.000Z,120.0,GBP,WALLET,FAILED,,Summit New York,RETAIL,payment_attack,CARD_TESTING_ATTACK,30,0.9998553991317749,2026-08-13T00:00:00.000Z
PAY00435,payments,C015,2026-08-13T00:18:51.000Z,37.0,GBP,WALLET,FAILED,,Swift London,PHARMACY,payment_attack,CARD_TESTING_ATTACK,30,0.9998553991317749,2026-08-13T00:00:00.000Z
PAY00441,payments,C015,2026-08-13T00:18:51.000Z,94.0,GBP,UPI,FAILED,,Horizon London,FASHION,payment_attack,CARD_TESTING_ATTACK,30,0.9998319149017334,2026-08-13T00:00:00.000Z
PAY00436,payments,C015,2026-08-13T00:18:58.000Z,84.0,GBP,CARD,FAILED,,Metro Manchester,ENTERTAINMENT,payment_attack,CARD_TESTING_ATTACK,30,0.999849796295166,2026-08-13T00:00:00.000Z
PAY00440,payments,C015,2026-08-13T00:18:58.000Z,70.0,GBP,CARD,FAILED,,Metro Manchester,ENTERTAINMENT,payment_attack,CARD_TESTING_ATTACK,30,0.999849796295166,2026-08-13T00:00:00.000Z
PAY00437,payments,C015,2026-08-13T00:19:02.000Z,39.0,GBP,UPI,FAILED,,Prime Manchester,UTILITY,payment_attack,CARD_TESTING_ATTACK,30,0.9998319149017334,2026-08-13T00:00:00.000Z
PAY00439,payments,C015,2026-08-13T00:19:10.000Z,36.0,GBP,CARD,FAILED,,Swift Dubai,TRANSFER,payment_attack,CARD_TESTING_ATTACK,30,0.9998708963394165,2026-08-13T00:00:00.000Z
